Name,Degree Type,Years of Experience,Speciality,Location,City,DP Score,NPV,Consult Fee
Dr. Chetan Nelvigi,MBBS,32,Infertility_Specialist,Bannerghatta Road,Bangalore,88,25,900
Dr. N Sapna Lulla,MBBS,25,Infertility_Specialist,Hebbal,Bangalore,98,2358,1000
Dr. Rashmi Naik N,MBBS,22,Infertility_Specialist,Rajajinagar,Bangalore,96,69,700
Dr. Nagaveni.R,MBBS,17,Infertility_Specialist,HRBR Layout,Bangalore,100,1066,700
Dr. Dharani Bai G,MBBS,32,Infertility_Specialist,Whitefield,Bangalore,88,503,850
Dr. Rekha Prashanth,MBBS,30,Infertility_Specialist,Koramangala 6 Block,Bangalore,89,229,700
Dr. Akhila Anand,MBBS,16,Infertility_Specialist,Rajajinagar,Bangalore,98,63,500
Dr. Janani Saravanan,MBBS,13,Infertility_Specialist,Electronics City,Bangalore,,,850
Dr. Vidya Gayathri S,MBBS,18,Infertility_Specialist,Whitefield,Bangalore,97,93,850
Dr. Ujwala,MBBS,8,Infertility_Specialist,Jayanagar 8 Block,Bangalore,,,500
Dr. Priyanka Mohan,MBBS,14,Infertility_Specialist,Bellandur,Bangalore,100,31,850
Dr. Suchithra Reddy,MBBS,13,Infertility_Specialist,Sarjapur Road,Bangalore,100,17,750
Dr. Padmapriya G V,DNB,16,Infertility_Specialist,Rajajinagar,Bangalore,100,66,500
Dr. Sunitha Gali,MBBS,19,Infertility_Specialist,Sahakaranagar,Bangalore,90,31,500
Dr. Kalyani C Reddy,MBBS,24,Infertility_Specialist,HRBR Layout,Bangalore,99,2357,600
Dr. Nirmala Mohan,MBBS,25,Infertility_Specialist,Hebbal,Bangalore,,,1090
Dr. Reeta Biliangady,MBBS,43,Infertility_Specialist,Jayanagar,Bangalore,91,92,850
Dr. Prinka Bajaj,MBBS,16,Infertility_Specialist,Banashankari 3rd Stage,Bangalore,100,16,0
Dr. Shivani Chandan L,MBBS,13,Infertility_Specialist,JP Nagar,Bangalore,98,45,900
Dr. Sangeetha Rao T P,MBBS,16,Infertility_Specialist,Jayanagar,Bangalore,94,17,600
Dr. Shanthala Thuppanna,MBBS,24,Infertility_Specialist,Sarjapur Road,Bangalore,81,95,700
Dr. Aishwarya V. Mathikatti,MBBS,17,Infertility_Specialist,Rajajinagar,Bangalore,95,55,500
Dr. Mala Sibal,MBBS,36,Infertility_Specialist,Old Airport Road,Bangalore,88,25,900
Dr. Samrakshini,MBBS,6,Infertility_Specialist,Marathahalli,Bangalore,,,800
Dr. Anitha Manoj,MBBS,21,Infertility_Specialist,Nagarbhavi,Bangalore,,,600
Dr. Rathnamani,MBBS,19,Infertility_Specialist,Indiranagar,Bangalore,98,138,650
Dr. Bharathi Rajanna,MBBS,36,Infertility_Specialist,Rajajinagar,Bangalore,90,103,700
Dr. Nithya P J,MBBS,11,Infertility_Specialist,Whitefield,Bangalore,,,850
Dr. Priyanka Rani,MBBS,18,Infertility_Specialist,Electronics City,Bangalore,86,14,600
Dr. Hemanandini Jayaraman,MBBS,30,Infertility_Specialist,Old Airport Road,Bangalore,95,99,900
Dr. Bala R,MBBS,21,Infertility_Specialist,Marathahalli,Bangalore,96,239,650
Dr. Nandhini Ravindran,MBBS,18,Infertility_Specialist,Ulsoor,Bangalore,97,66,600
Dr. Nirmala T S,MBBS,36,Infertility_Specialist,Jayanagar,Bangalore,,,850
Dr. Ranjitha G Babu,MBBS,18,Infertility_Specialist,Rajajinagar,Bangalore,100,59,600
Dr. Deepthi Venkatesh,MBBS,10,Infertility_Specialist,Jayanagar,Bangalore,,,600
Dr. Himanshu Singhal,MBBS,25,Infertility_Specialist,Whitefield,Bangalore,98,783,850
Dr. Aparnaa Panda,MBBS,26,Infertility_Specialist,BTM Layout 2nd Stage,Bangalore,92,1272,700
Dr. Manjulatha VR,MBBS,18,Infertility_Specialist,Kanakpura Road,Bangalore,99,254,700
 Not found , Not found ,,Infertility_Specialist, Not found , Not found ,,,
Dr. Rashmi Patil,MS,14,Infertility_Specialist,Banashankari,Bangalore,100,82,700
Dr. Arathi.S.M,MBBS,28,Infertility_Specialist,Jayanagar 5 Block,Bangalore,100,12,750
Dr. Nidhi Jhawar,MBBS,11,Infertility_Specialist,Electronics City,Bangalore,100,12,800
Dr. Srividhya,MBBS,15,Infertility_Specialist,Sarjapur Road,Bangalore,98,49,800
Dr. B Ramesh,MBBS,35,Infertility_Specialist,HBR Layout,Bangalore,99,411,800
Dr. Kavitha Kovi,MBBS,24,Infertility_Specialist,Whitefield,Bangalore,95,861,750
Dr. Geetha Belliappa,MBBS,33,Infertility_Specialist,Bannerghatta Road,Bangalore,95,40,900
Dr. Chinmayie R,MBBS,15,Infertility_Specialist,Sarjapur Road,Bangalore,,,850
Dr. Shashikala Ksheerasagar,MBBS,23,Infertility_Specialist,Millers Road,Bangalore,100,26,1000
Dr. Yasmin Imdad,MBBS,22,Infertility_Specialist,Whitefield,Bangalore,100,91,700
Dr. Pavithra,MBBS,9,Infertility_Specialist,Kalyan Nagar,Bangalore,,,600
Dr. Aparna N,MBBS,13,Infertility_Specialist,Kalyan Nagar,Bangalore,,,600
Dr. Sharvari Mundhe,MBBS,9,Infertility_Specialist,Sarjapur Road,Bangalore,,,800
Dr. Sushma BR,MBBS,16,Infertility_Specialist,Banashankari 3rd Stage,Bangalore,,,700
Dr. Lavanya J,MBBS,21,Infertility_Specialist,Bagalakunte,Bangalore,89,89,350
Dr. Meena Prashanth,MBBS,22,Infertility_Specialist,Malleswaram,Bangalore,,,700
Dr. Deepthi Bawa,MBBS,12,Infertility_Specialist,Vasanthnagar,Bangalore,89,19,850
Dr. Kavya Krishnappa,MBBS,11,Infertility_Specialist,HSR Layout,Bangalore,,,500
Dr. Akshatha S,MBBS,8,Infertility_Specialist,Indiranagar,Bangalore,,,700
Dr. Harshita Ramamurthy,MBBS,14,Infertility_Specialist,JP Nagar 6 Phase,Bangalore,,,1000
Dr. Asha S Vijay,MBBS,33,Infertility_Specialist,Electronics City,Bangalore,89,109,600
Dr. Rashmi M,MBBS,11,Infertility_Specialist,Banashankari,Bangalore,,,700
Dr. Lahari,MBBS,10,Infertility_Specialist,Rajarajeshwarinagar,Bangalore,,,500
Dr. P Sindhu,MBBS,12,Infertility_Specialist,Varthur,Bangalore,,,850
Dr. Aparna Patil,MS,13,Infertility_Specialist,Whitefield,Bangalore,97,105,700
Dr. Shubha L,MBBS,6,Infertility_Specialist,Electronics City,Bangalore,,,600
Dr. Sunil Eshwar,MBBS,24,Infertility_Specialist,JP Nagar,Bangalore,97,680,1100
Dr. (Mrs.) Vishnu Vandana,MBBS,19,Infertility_Specialist,HSR Layout,Bangalore,96,57,500
Dr. Shashikala K.T,MBBS,16,Infertility_Specialist,Kammana Halli,Bangalore,88,16,650
Dr. Smrithi D Nayak,MBBS,15,Infertility_Specialist,JP Nagar,Bangalore,100,75,900
Dr. Ambika V,MBBS,22,Infertility_Specialist,Bannerghatta Road,Bangalore,82,62,900
Dr. Swati Shree,MBBS,10,Infertility_Specialist,Varthur,Bangalore,,,600
Dr. Kathyaini V S,MBBS,12,Infertility_Specialist,Banashankari,Bangalore,100,13,500
Dr. Ramya G Gowda,MBBS,18,Infertility_Specialist,Bellandur,Bangalore,100,164,850
Dr. Vandana Ramanathan,MBBS,12,Infertility_Specialist,Mahadevapura,Bangalore,,,700
Dr. Amitha. N,MBBS,13,Infertility_Specialist,Electronics City,Bangalore,,,650
Dr. Charishma Chand Yadav K,MBBS,13,Infertility_Specialist,Whitefield,Bangalore,,,850
Dr. Varsha Patil,MBBS,12,Infertility_Specialist,Varthur,Bangalore,,,850
Dr. Reetu G. Naresh,MBBS,28,Infertility_Specialist,VV Puram,Bangalore,64,11,750
Dr. Vidyamani Boriah,MBBS,54,Infertility_Specialist,VV Puram,Bangalore,89,28,750
Dr. Lakshmi Devi,MBBS,18,Infertility_Specialist,Kadugodi,Bangalore,95,333,500
Dr. Amrita Rao,MBBS,30,Infertility_Specialist,Old Airport Road,Bangalore,93,100,900
Dr. Deepmala,MBBS,18,Infertility_Specialist,Sarjapur Road,Bangalore,93,503,750
Dr. K Monika Yadav,MBBS,19,Infertility_Specialist,Old Airport Road,Bangalore,97,100,850
Dr. Arunima Halder,MBBS,14,Infertility_Specialist,Whitefield,Bangalore,98,40,800
Dr. Vijaya Manohar,MBBS,43,Infertility_Specialist,Koramangala 6 Block,Bangalore,96,595,700
Dr. Kamini Arvind Rao,MBBS,48,Infertility_Specialist,JP Nagar 1 Phase,Bangalore,91,169,1300
Dr. Karamjit Kaur,MBBS,23,Infertility_Specialist,Old Airport Road,Bangalore,88,16,850
Dr. Savitha G,MBBS,20,Infertility_Specialist,Rajajinagar,Bangalore,100,27,450
Dr. Manju Nair,MBBS,22,Infertility_Specialist,Old Airport Road,Bangalore,98,737,850
Dr. Mamatha Devi S,MBBS,34,Infertility_Specialist,Koramangala 6 Block,Bangalore,97,550,700
Dr. Bhargavi V,MBBS,23,Infertility_Specialist,T Dasarahalli,Bangalore,97,228,400
Dr. Anupama Ashok,MBBS,28,Infertility_Specialist,Sahakaranagar,Bangalore,98,605,850
Dr. A K Shiny Prem,MBBS,18,Infertility_Specialist,Indiranagar,Bangalore,98,40,600
Dr. Swetha.M.P.,MBBS,16,Infertility_Specialist,HRBR Layout,Bangalore,96,236,700
Dr. Divyashree PS,MBBS,19,Infertility_Specialist,JP Nagar,Bangalore,98,316,500
Dr. Kasi Vishwanath Sellappan,MBBS,25,Infertility_Specialist,Whitefield,Bangalore,100,72,700
Dr. Sujitha Govindarajan,MBBS,14,Infertility_Specialist,Ulsoor,Bangalore,100,48,500
Dr. Geetha Muralidhara,MBBS,51,Infertility_Specialist,Basavanagudi,Bangalore,76,17,500
Dr. Indu Madhusudan,MBBS,21,Infertility_Specialist,Kumaraswamy Layout,Bangalore,98,41,600
Dr. Payal Mahapatra,MBBS,18,Infertility_Specialist,Marathahalli,Bangalore,91,199,700
Dr. Priyanka Reddy,MBBS,13,Infertility_Specialist,HRBR Layout,Bangalore,99,98,750
Dr. Nikitha C P,MBBS,9,Infertility_Specialist,HSR Layout,Bangalore,,,600
Dr. Ankita Gahlot,MS,7,Infertility_Specialist,Murugeshpalya,Bangalore,100,16,600
Dr. Sumana Gurunath,MBBS,24,Infertility_Specialist,Malleswaram,Bangalore,97,262,850
Dr. B Mallikarjuna Kirthi,MBBS,25,Infertility_Specialist,Malleswaram,Bangalore,100,34,850
Dr. Rubina Shanawaz,MBBS,19,Infertility_Specialist,Richmond Town,Bangalore,95,19,750
Dr. Latha N,MBBS,30,Infertility_Specialist,VV Puram,Bangalore,99,237,750
Dr. Rakshita,MBBS,18,Infertility_Specialist,Sarjapur Road,Bangalore,96,26,700
Dr. Madhuri Sumanth,MBBS,15,Infertility_Specialist,Jayanagar 7 Block,Bangalore,99,286,600
Dr. Shalini M A,MBBS,9,Infertility_Specialist,Hebbal,Bangalore,,,500
Dr. Suguna Reddy,MBBS,34,Infertility_Specialist,Koramangala 6 Block,Bangalore,63,16,700
Dr. Swapnil Sinha,MBBS,18,Infertility_Specialist,Kundalahalli,Bangalore,,,700
Dr. Sangeetha,FRM,22,Infertility_Specialist,Marathahalli,Bangalore,99,369,900
Dr. Aviva Pinto Rodrigue,MBBS,33,Infertility_Specialist,Ashoknagar,Bangalore,,,800
Dr. Kafi Bora,MBBS,22,Infertility_Specialist,Electronics City,Bangalore,,,700
Dr. Supritha Rangaswamy,MBBS,6,Infertility_Specialist,HRBR Layout,Bangalore,,,850
Dr. Jhansi Lakshmi Peddi,MS,13,Infertility_Specialist,Kundalahalli,Bangalore,97,31,650
Dr. Deepthi H,MBBS,15,Infertility_Specialist,Sahakaranagar,Bangalore,88,17,550
Dr. Bhavana Girish,MBBS,12,Infertility_Specialist,Koramangala 5 Block,Bangalore,,,750
Dr. Sandhya Mishra,MBBS,16,Infertility_Specialist,Indiranagar,Bangalore,,,600
Dr. Impashree C M,MBBS,13,Infertility_Specialist,Basavanagudi,Bangalore,,,600
Dr. Saphalika Gopal,MBBS,13,Infertility_Specialist,VV Puram,Bangalore,,,750
Dr. Anusha Gp,MBBS,7,Infertility_Specialist,New BEL Road,Bangalore,,,900
Dr. Sanghamitra Burman,MBBS,25,Ophthalmologist,Indiranagar,Bangalore,99,1515,800
Dr. Vinay Patil,MBBS,22,Ophthalmologist,HSR Layout,Bangalore,89,689,600
Dr. Devaraj M,MBBS,22,Ophthalmologist,Rajajinagar,Bangalore,100,12,400
Dr. Alok B S,MBBS,13,Ophthalmologist,Jakkur,Bangalore,97,415,400
Dr. Swarna T P,DO,12,Ophthalmologist,Padmanabhanagar,Bangalore,100,37,500
Dr. Dhwani Shah,MBBS,14,Ophthalmologist,BTM Layout,Bangalore,100,25,800
Dr. Lavanya Marineni,MS,15,Ophthalmologist,Yelahanka New Town,Bangalore,100,27,500
Dr. M B Trishala,MBBS,34,Ophthalmologist,Jayanagar 9 Block,Bangalore,100,23,650
Dr. Mridula Pentapati,MBBS,22,Ophthalmologist,Hebbal,Bangalore,,,800
Dr. Sumanth Kumar A.M,MBBS,21,Ophthalmologist,Chamarajpet,Bangalore,97,32,500
Dr. Supriya Bhagat,MBBS,20,Ophthalmologist,Harlur,Bangalore,100,44,500
Dr. Nagesh .A,MBBS,18,Ophthalmologist,Chamarajpet,Bangalore,98,64,500
Dr. Smita Sharma,MBBS,23,Ophthalmologist,Bellandur,Bangalore,,,500
Dr. Shalini Shetty,MBBS,31,Ophthalmologist,Bannerghatta Road,Bangalore,91,93,950
Dr. Neelima Aalap Shah,MBBS,17,Ophthalmologist,Padmanabhanagar,Bangalore,,,300
Dr. Srinivas Rao. V. K,MBBS,28,Ophthalmologist,Bellandur,Bangalore,87,83,500
Dr. Ram.S. Mirlay,MBBS,34,Ophthalmologist,Shivaji Nagar,Bangalore,98,41,700
Dr. Sreepathi,MBBS,14,Ophthalmologist,Yelahanka New Town,Bangalore,,,500
Dr. Ramya. K,MBBS,11,Ophthalmologist,Rajajinagar,Bangalore,,,400
Dr. Ravi D,MBBS,29,Ophthalmologist,Bannerghatta Road,Bangalore,,,500
Dr. Pinto Kiran,MBBS,13,Ophthalmologist,Vijayanagar,Bangalore,81,21,500
Dr. Anupama Janardhanan,MBBS,6,Ophthalmologist,Bannerghatta Road,Bangalore,,,500
Dr. Madhura M Adiga,MBBS,17,Ophthalmologist,Yelahanka New Town,Bangalore,,,500
Dr. Deepa M,MBBS,17,Ophthalmologist,Sahakaranagar,Bangalore,94,54,500
Dr. Pramod Kumar H.N,MBBS,14,Ophthalmologist,Vinayaka Nagar,Bangalore,100,15,600
Dr. Rakesh Seenappa,MBBS,12,Ophthalmologist,Rajajinagar,Bangalore,,,400
Dr. Reetha B T,MBBS,16,Ophthalmologist,JP Nagar,Bangalore,,,900
Dr. Ruchita Falera,MBBS,13,Ophthalmologist,Shivaji Nagar,Bangalore,,,500
Dr. Shailashree V Bheemaraddi,MBBS,25,Ophthalmologist,Banashankari,Bangalore,,,400
Dr. Bindiya Hapani,MBBS,18,Ophthalmologist,Koramangala,Bangalore,,,500
Dr. Leslie Ravi Kumar,MBBS,28,Ophthalmologist,Millers Road,Bangalore,99,83,1000
Dr. Jalpa Vashi,MBBS,27,Ophthalmologist,Whitefield,Bangalore,93,15,600
Dr. Sweta Patel,MBBS,10,Ophthalmologist,Whitefield,Bangalore,,,700
Dr. Amod Nayak,MBBS,15,Ophthalmologist,Whitefield,Bangalore,69,13,700
Dr. Nyla Salahuddin,MBBS,18,Ophthalmologist,Yelahanka New Town,Bangalore,,,500
Dr. Jaya Sudha B R,MBBS,23,Ophthalmologist,Shivaji Nagar,Bangalore,,,500
Dr. Vijayalakshmi Prabhu,MBBS,12,Ophthalmologist,Banashankari,Bangalore,,,400
Dr. Mohan Raj,MBBS,17,Ophthalmologist,Bannerghatta Road,Bangalore,,,500
Dr. Naveen S K,MBBS,20,Ophthalmologist,Whitefield,Bangalore,,,800
Dr. Swati Prasad,DO,22,Ophthalmologist,Jayanagar,Bangalore,100,25,700
Dr. Kailash P Chhabria,MBBS,13,Ophthalmologist,Malleswaram,Bangalore,,,700
Dr. Namrata S Panoli,MBBS,14,Ophthalmologist,Indiranagar,Bangalore,,,600
Dr. Hemanth Kumar K,MBBS,12,Ophthalmologist,Indiranagar,Bangalore,,,600
Dr. Mayanka Nayak,MBBS,9,Ophthalmologist,Whitefield,Bangalore,,,700
Dr. Mahabaleswar,MD,46,Ophthalmologist,Koramangala 5 Block,Bangalore,,,700
Dr. Jammie B Blah,MBBS,15,Ophthalmologist,Whitefield,Bangalore,,,700
Dr. Archana S,MBBS,20,Ophthalmologist,Pulikeshi Nagar,Bangalore,,,500
Dr. Srilatha Vishwanath,MBBS,17,Ophthalmologist,BTM Layout 2nd Stage,Bangalore,,,500
Dr. Munita Raut,MBBS,17,Ophthalmologist,Whitefield,Bangalore,,,700
Dr. Bharath Kumar,MBBS,25,Ophthalmologist,VV Puram,Bangalore,94,72,600
Dr. Ajanta Chakravarty,MBBS,38,Ophthalmologist,Whitefield,Bangalore,90,21,900
Dr. Mary Varghese,MBBS,38,Ophthalmologist,Koramangala 5 Block,Bangalore,100,41,750
Dr. Rajesh Parekh,MBBS,28,Ophthalmologist,Millers Road,Bangalore,100,13,1000
Dr. Sharath Shetty,MBBS,25,Ophthalmologist,Malleswaram,Bangalore,93,82,600
Dr. Vipul Bhandari,MBBS,19,Ophthalmologist,Banashankari 3rd Stage,Bangalore,79,14,500
Dr. Rahul Jain,MBBS,18,Ophthalmologist,BTM Layout,Bangalore,99,2833,800
Dr. Harish Nayak,MBBS,33,Ophthalmologist,Old Airport Road,Bangalore,99,148,900
Dr. Hemanth Murthy,MBBS,35,Ophthalmologist,Chamarajpet,Bangalore,,,500
Dr. N S Muralidhar,MBBS,45,Ophthalmologist,Chamarajpet,Bangalore,100,25,500
Dr. Nihaal Ahmed F D,MBBS,11,Ophthalmologist,Bellandur,Bangalore,,,500
Dr. Sheetal Ballal,MBBS,23,Ophthalmologist,Old Airport Road,Bangalore,,,900
Dr. Raghuraj Hegde,MBBS,16,Ophthalmologist,Old Airport Road,Bangalore,,,900
Dr. Geetha S.,MBBS,18,Ophthalmologist,Old Airport Road,Bangalore,,,900
Dr. Shalini Butola,MBBS,11,Ophthalmologist,Bellandur,Bangalore,,,500
Dr. NITIN S SHETTY,MBBS,24,Ophthalmologist,Old Airport Road,Bangalore,97,71,900
Dr. Dipali Ghanshyam Prabhu,MBBS,21,Ophthalmologist,Whitefield,Bangalore,,,800
Dr. Mukta Shrivastava,MBBS,23,Ophthalmologist,Millers Road,Bangalore,100,31,1000
Dr. Mohan Kumar H,MBBS,29,Ophthalmologist,Sampangiramnagar,Bangalore,,,800
Dr. Mridula Venugopal,MBBS,12,Ophthalmologist,HSR Layout,Bangalore,,,700
Dr. Bhargavi Pawar,MBBS,16,Ophthalmologist,Kundalahalli,Bangalore,100,17,650
Dr. Mangala Jyothi,MBBS,15,Ophthalmologist,Bellandur,Bangalore,95,87,700
Dr. Poonam Yadav,MBBS,29,Ophthalmologist,Sarjapur Road,Bangalore,,,800
Dr. Ulka G. Bhokare,MBBS,18,Ophthalmologist,Kundalahalli,Bangalore,91,23,650
Dr. Mohammed Sadiq,MBBS,20,Ophthalmologist,Sarjapur Road,Bangalore,,,800
Dr. Mamatha H,MBBS,8,Ophthalmologist,Bannerghatta Road,Bangalore,,,500
Dr. Preeti G Kale,MBBS,13,Ophthalmologist,Sampangiramnagar,Bangalore,,,600
Dr. Venkatesh Babu S,MBBS,23,Ophthalmologist,Banashankari,Bangalore,,,400
Dr. Vedant Murkey,MBBS,6,Ophthalmologist,HSR Layout,Bangalore,,,600
Dr. Mahima Mahesh,MBBS,17,Ophthalmologist,Pulikeshi Nagar,Bangalore,,,500
Dr. Jyothsna R,MBBS,21,Ophthalmologist,Pulikeshi Nagar,Bangalore,,,500
Dr. Padmini S,MBBS,15,Ophthalmologist,Kundalahalli,Bangalore,,,650
Dr. Sangeetalaxmi G Kulkari,MBBS,22,Ophthalmologist,Malleswaram,Bangalore,,,1000
Dr. Sanjana Vatsa,MBBS,10,Ophthalmologist,Bannerghatta Road,Bangalore,,,500
Dr. Bhavya Reddy,MBBS,10,Ophthalmologist,Whitefield,Bangalore,,,700
Dr. Aishwarya Iyer,MBBS,7,Ophthalmologist,Pulikeshi Nagar,Bangalore,,,500
Dr. Narendra,MBBS,26,Urologist,Kengeri,Bangalore,75,16,700
Dr. Mohan Keshavamurthy,MBBS,31,Urologist,Ashoknagar,Bangalore,69,42,800
Dr. Girish Nelivigi,MBBS,31,Urologist,Bellandur,Bangalore,84,96,800
Dr. Shakir Tabrez,MBBS,22,Urologist,HBR Layout,Bangalore,97,31,1500
Dr. Shreyas Nagaraj,MBBS,15,Urologist,HBR Layout,Bangalore,,,1000
Dr. I R Ravish,MBBS,28,Urologist,Kengeri,Bangalore,82,65,800
Dr. Subudhi S K,MBBS,15,Urologist,Begur,Bangalore,,,1000
Dr. Srinivas AK,MBBS,20,Urologist,Electronics City,Bangalore,,,900
Dr. Srinivas B V,MBBS,22,Urologist,Indiranagar,Bangalore,,,800
Dr. K.S Shiva Kumar,MBBS,29,Urologist,Indiranagar,Bangalore,72,165,700
Dr. Sanjay R P,MBBS,26,Urologist,Sivanchetti Gardens,Bangalore,,,700
Dr. L N Raju,MBBS,24,Urologist,Malleswaram,Bangalore,95,20,750
Dr. Sandeep Puvvada,MCh,17,Urologist,Kalyan Nagar,Bangalore,,,700
Dr. Venkateshwara Rao K,MCh,22,Urologist,Kalyan Nagar,Bangalore,94,192,1000
Dr. Kumar Prabhu,MBBS,27,Urologist,Padmanabhanagar,Bangalore,89,85,750
Dr. Mahendra Jain,MCh,35,Urologist,Jayanagar 9 Block,Bangalore,80,45,750
Dr. Sanjeev S Tonshal,MBBS,22,Urologist,Hebbal,Bangalore,94,53,1100
Dr. Pramod B R,MBBS,23,Urologist,Jayanagar,Bangalore,89,35,1000
Dr. Rajeev Bashetty,MBBS,22,Urologist,HSR Layout,Bangalore,96,831,1000
Dr. Sriharsha Ajjur,MS,20,Urologist,BTM Layout,Bangalore,95,300,800
Dr. Ajay S Shetty,MBBS,25,Urologist,Yeshwanthpur,Bangalore,92,13,950
Dr. Vinay Patil,MBBS,27,Urologist,Hebbal,Bangalore,,,1100
Dr. Nagasubramanyam S,MBBS,40,Urologist,Jayanagar 9 Block,Bangalore,95,224,750
Dr. Ravi Chandran K,MBBS,13,Urologist,Bannerghatta Road,Bangalore,,,1000
Dr. Anand Arumugam,MBBS,20,Urologist,Whitefield,Bangalore,94,818,850
Dr. Udaybhaskar M,MBBS,19,Urologist,Jayanagar 9 Block,Bangalore,78,49,750
Dr. Somanna M,MBBS,38,Urologist,Old Airport Road,Bangalore,91,44,1100
Dr. Chethan J V,MBBS,17,Urologist,Whitefield,Bangalore,,,850
Dr. Gokula Krishnan P J,MBBS,20,Urologist,Kalyan Nagar,Bangalore,82,39,1000
Dr. Maneesh Sinha,MBBS,31,Urologist,Padmanabhanagar,Bangalore,93,135,750
Dr. Shivashankar,MBBS,37,Urologist,Old Airport Road,Bangalore,68,41,1100
Dr. Anuj Jain,MBBS,15,Urologist,Bannerghatta Road,Bangalore,,,1000
Dr. Akhbar Salim,MBBS,10,Urologist,Whitefield,Bangalore,,,900
Dr. Girish H,MBBS,23,Urologist,Bannerghatta Road,Bangalore,100,20,950
Dr. Govardhan Reddy,MBBS,30,Urologist,Hebbal,Bangalore,81,37,1100
Dr. Nagarjuna Reddy,MBBS,10,Urologist,Padmanabhanagar,Bangalore,,,750
Dr. Deepak Bolbandi,MBBS,31,Urologist,Bannerghatta Road,Bangalore,66,41,950
Dr. Ajay Shetty,MBBS,20,Urologist,Hebbal,Bangalore,90,153,1090
Dr. Saurabh Vashistha,MBBS,12,Urologist,Old Airport Road,Bangalore,28,18,1100
Dr. Dilip Dhanpal,MBBS,47,Urologist,Koramangala 5 Block,Bangalore,63,35,1000
Dr. Vikram G.D.,MBBS,17,Urologist,Hebbal,Bangalore,96,45,800
Dr. Avinash T S,MBBS,23,Urologist,Yeshwanthpur,Bangalore,98,95,1000
Dr. Shrinivas RP,MBBS,15,Urologist,Whitefield,Bangalore,94,280,700
Dr. Prathik R,MBBS,11,Urologist,Sarjapur Road,Bangalore,98,65,900
Dr. Deepak Dubey,MBBS,35,Urologist,Old Airport Road,Bangalore,86,58,1100
Dr. Pramod Shivaram Bhat,MBBS,18,Urologist,Electronics City,Bangalore,67,18,900
Dr. Vishnu Prasad,MBBS,10,Urologist,Yeshwanthpur,Bangalore,,,950
Dr. Krishna Prasad T,DNB,12,Urologist,Rajajinagar,Bangalore,88,75,750
Dr. Pramod K,MBBS,15,Urologist,Rajajinagar,Bangalore,97,65,1000
Dr. Prashanth G,MBBS,19,Urologist,Seshadripuram,Bangalore,,,740
Dr. Nithyananda H A,MBBS,14,Urologist,Kalyan Nagar,Bangalore,,,1000
Dr. Srikanth V,MBBS,16,Urologist,HSR Layout,Bangalore,,,600
Dr. Kunal K Mehra,MBBS,14,Urologist,Kundalahalli,Bangalore,,,850
Dr. Mohan,MBBS,17,Urologist,Millers Road,Bangalore,92,24,1000
Dr. Vishruth K Raj,MBBS,14,Urologist,Banashankari 3rd Stage,Bangalore,,,0
Dr. Amit B,MBBS,11,Urologist,Sampangiramnagar,Bangalore,,,800
Dr. Manohar Badrappa,MCh,22,Urologist,Sarjapur Road,Bangalore,,,900
Dr. Shiva Kumar,MBBS,17,Urologist,Jayanagar 3 Block,Bangalore,,,750
Dr. T. Manohar,MBBS,34,Urologist,Seshadripuram,Bangalore,48,21,1000
Dr. Tejus Chiranjeevi,MBBS,9,Urologist,Vasanthnagar,Bangalore,,,700
Dr. Sachin Arakere Nataraj,MBBS,16,Urologist,Whitefield,Bangalore,,,900
Dr. Nagareddy,MBBS,11,Urologist,Richmond Town,Bangalore,,,750
Dr. Praveen Joshi,MBBS,25,Urologist,Old Airport Road,Bangalore,90,126,850
Dr. Giridhar Venkatesh,MBBS,16,Urologist,Banashankari,Bangalore,100,35,800
Dr. Devaraj Urs H,MBBS,19,Urologist,Yeshwanthpur,Bangalore,91,11,850
Dr. Raju R,MBBS,15,Urologist,Jayanagar 9 Block,Bangalore,,,750
Dr. V MohanKumar,MBBS,19,Urologist,Yeshwanthpur,Bangalore,,,950
Dr. Ninan Thomas Panicker,MBBS,40,Urologist,Indiranagar,Bangalore,80,54,800
Dr. Anand M,MBBS,36,Urologist,Malleswaram,Bangalore,94,66,800
Dr. A Nagaraj Rao,MBBS,26,Urologist,Rajarajeshwarinagar,Bangalore,95,56,1000
Dr. Giriraja Velayutham,MBBS,21,Urologist,Yeshwanthpur,Bangalore,100,40,1000
Dr. Mahesh Babu,MBBS,15,Urologist,Yelahanka,Bangalore,90,20,750
Dr. Madhusudhan H.R.,MS,28,Urologist,Jayanagar,Bangalore,68,37,700
Dr. Vishal Ratkal,MCh,19,Urologist,Sampangiramnagar,Bangalore,98,51,800
Dr. Harsha R,MBBS,11,Urologist,Sarjapur Road,Bangalore,,,800
Dr. Raghunath S K,MBBS,20,Urologist,Sampangiramnagar,Bangalore,,,800
Dr. Adiga Pramod,MBBS,13,Urologist,Gottigerre,Bangalore,,,700
Dr. Mohammed Shahid Ali,MBBS,13,Urologist,Millers Road,Bangalore,,,1000
Dr. Santhosh Srinivasan,DNB,7,Urologist,Malleswaram,Bangalore,,,800
Dr. Tarun Javali,MBBS,13,Urologist,Malleswaram,Bangalore,96,45,850
Dr. Shreeharsha Mallappa Awati,DNB,22,Urologist,Hulimavu,Bangalore,91,43,700
Dr. Narasimhaiah K,MBBS,20,Urologist,Electronics City,Bangalore,50,18,800
